Usuario,Nombre,Fecha,Texto,Likes,Retweets,Comentarios,Citas,Tipo,Puntaje
CiudaDanaMtySur,CiudaDanaMtySur,2020-09-12 16:24:02+00:00,rt rogeliofloresn a matteo le dijo todo lo que ustedes le escriben aquí y se pone muy felizles enviamos muchos saludos y bendiciones a,0,29,0,0,no se relaciona,1.551269005984068
CiudaDanaMtySur,CiudaDanaMtySur,2020-09-11 18:58:31+00:00,la letalidad de las mentiras en el marco del covid roxana bruno expertos opinan,0,0,3,0,no se relaciona,-0.4922260046005249
CiudaDanaMtySur,CiudaDanaMtySur,2020-09-11 09:38:46+00:00,darkknightmty por eso escribí también,2,0,1,0,no se relaciona,0.3304833024740219
CiudaDanaMtySur,CiudaDanaMtySur,2020-09-10 21:59:41+00:00,también están asaltando con pistola en mano por máspalomas mtysur alertamty mtyfollow,11,6,3,1,no se relaciona,-1.1670468151569366
CiudaDanaMtySur,CiudaDanaMtySur,2020-09-10 21:57:01+00:00,publicidad pagada con nuestro dinero sonmascorruptos tatransformación rifadelavion,2,3,1,0,no se relaciona,-1.6095404531806707
CiudaDanaMtySur,CiudaDanaMtySur,2020-09-10 20:29:10+00:00,rt gracerm ciudadanamtysur era lo que se esperaba con taaaaanta gente así morenaeselfraudemasgrande morenaescorrupción morenae,0,2,0,0,no se relaciona,-0.8507152050733566
CiudaDanaMtySur,CiudaDanaMtySur,2020-09-10 01:23:29+00:00,lamentable qepd,5,1,1,0,no se relaciona,-1.6782126864418387
CiudaDanaMtySur,CiudaDanaMtySur,2020-09-09 23:34:47+00:00,presidente narcisista psicópata y mediocre empinando a méxico,10,6,4,0,no se relaciona,-1.5489963036961854
CiudaDanaMtySur,CiudaDanaMtySur,2020-09-09 21:45:49+00:00,además son pretextos para seguir robando adriandelagarza mty,4,3,1,0,no se relaciona,0.1110845804214477
CiudaDanaMtySur,CiudaDanaMtySur,2020-09-09 21:44:19+00:00,frentefrío nuevoleón alertamty mtyfollow frío y lluvia,2,0,0,0,lluvia,-0.2409429550170898
CiudaDanaMtySur,CiudaDanaMtySur,2020-09-09 21:36:42+00:00,por favor nocompresadopta alertamty mtyfollow,0,0,0,0,no se relaciona,-0.6102704927325249
CiudaDanaMtySur,CiudaDanaMtySur,2020-09-09 21:32:55+00:00,dios activistaregio no he querido ver el vídeo sufro nada más pensarlo,1,0,0,0,no se relaciona,-1.1244353875517843
CiudaDanaMtySur,CiudaDanaMtySur,2020-09-09 21:16:49+00:00,mis niños llegando a mty gracias vivaaerobus por darles tanto cariño y atención en el vuelo miauandguau miaunguau gracias por su labor y dedicación,18,4,1,0,no se relaciona,1.5315338354557753
CiudaDanaMtySur,CiudaDanaMtySur,2020-09-09 16:53:15+00:00,les presento a guaps nocompresadopta la asociación miauandguau en cdmx te los entrega en tu ciudad sin costo solo un donativo simbólico celwa alertamty mtyfollow mty nl,6,4,2,1,no se relaciona,-1.5843378268182278
CiudaDanaMtySur,CiudaDanaMtySur,2020-09-09 16:48:12+00:00,fue para mi una sorpresa enorme saber que ya secretarias que ayudan a las mascotas a encontrar un mejor lugar por ello estaré apoyando a miauandguau a encontrar hogares llenos de amor para estos animalitos bellos nocompresadopta,11,1,1,0,no se relaciona,1.6475123558193443
CiudaDanaMtySur,CiudaDanaMtySur,2020-09-09 14:28:03+00:00,rt cesarmty ultimahora el proyecto de presupuesto de egresos de la federación pef no contempla ya para el programa de forta,0,76,0,0,no se relaciona,-1.1325818672776222
antinundacion,CIDIMEXICO,2020-09-12 01:53:20+00:00,aencinasr gobmichoacan así es castigo a las autoridades responsables de éste crimen y también para los asesinos en chihuahua,0,0,0,0,crimen,0.2484422922134399
antinundacion,CIDIMEXICO,2022-09-06 19:43:15+00:00,greciarodiguez evite daños y pérdidas en su patrimonio con barreras anti inundación el agua se queda afuera de la vivienda enviamos a toda la república inf cidimexicogmailcom,0,0,0,0,inundación,-1.4708907678723335
antinundacion,CIDIMEXICO,2022-09-06 19:40:02+00:00,veroboris evite daños y pérdidas en su patrimonio con barreras anti inundación el agua se queda afuera de la vivienda enviamos a toda la república inf cidimexicogmailcom,0,0,0,0,inundación,-1.6036220155656338
antinundacion,CIDIMEXICO,2022-09-06 19:36:32+00:00,suarezl evite daños y pérdidas en su patrimonio con barreras anti inundación enviamos a toda la república informes cidimexicogmailcom,0,0,0,0,inundación,-0.3123177140951156
antinundacion,CIDIMEXICO,2022-09-06 19:34:50+00:00,elcousin evite daños y pérdidas por inundaciones con barreras anti inundación el agua se queda afuera de la vivienda informes cidimexicogmailcom,0,0,0,0,inundación,-0.8095160126686096
antinundacion,CIDIMEXICO,2022-09-06 19:33:23+00:00,joel samuelgarcias fabricamos barreras anti inundación evite daños y pérdidas en su patrimonio con barreras anti inundación el agua se queda afuera de la vivienda inf cidimexicogmailcom,0,0,0,0,inundación,-0.9542291313409804
antinundacion,CIDIMEXICO,2022-09-06 19:31:13+00:00,garzama juceviga manuelbobrador evite daños y pérdidas por inundaciones con barreras anti inundación el agua se queda afuera de la vivienda enviamos a toda la república informes cidimexicogmailcom,0,0,0,0,inundación,-1.2103535532951355
antinundacion,CIDIMEXICO,2022-09-06 19:27:38+00:00,kingcarrrlos fabricamos barreras anti inundación evitan el ingreso del agua a las viviendas enviamos a toda la república informes cidimexicogmailcom,0,0,0,0,inundación,0.0790965855121612
antinundacion,CIDIMEXICO,2022-09-05 02:23:28+00:00,mexnewz daviddlp stgogob evite daños y pérdidas en su patrimonio con barreras anti inundación enviamos a toda la república informes cidimexicogmailcom,0,0,0,0,inundación,-0.2804847136139869
antinundacion,CIDIMEXICO,2022-09-05 02:20:12+00:00,erneraly evite daños y pérdidas en su patrimonio con barreras anti inundación enviamos a toda la república informes cidimexicogmailcom,0,0,0,0,inundación,-0.2913036495447159
antinundacion,CIDIMEXICO,2022-09-05 02:15:46+00:00,victorcastrocos barreras anti inundación evitan el ingreso de agua a las viviendas proteger el patrimonio de las personas es nuestra misión informes cidimexicogmailcom,0,0,0,0,inundación,0.8215798735618591
antinundacion,CIDIMEXICO,2022-09-05 02:06:13+00:00,landerosfryda barreras anti inundación evitan que el agua ingrese a las viviendas informes cidimexicogmailcom,0,0,0,0,inundación,-0.3531245589256286
antinundacion,CIDIMEXICO,2022-09-05 02:03:52+00:00,tqmsonu duerma tranquilo a con barreras anti inundación informes cidimexicogmailcom,0,0,0,0,inundación,0.511749193072319
antinundacion,CIDIMEXICO,2022-09-05 02:02:04+00:00,juanmon quinterocalle evite daños y pérdidas por inundaciones con barreras anti inundación inf cidimexicogmailcom,0,0,0,0,inundación,0.8316872343420982
antinundacion,CIDIMEXICO,2022-09-05 02:00:14+00:00,danielabudom ahora sí pare de sufrir barreras anti inundación evitan el ingreso del agua a las viviendas inf cidimexicogmailcom,0,0,0,0,inundación,-0.5173450708389282
antinundacion,CIDIMEXICO,2022-09-05 01:55:49+00:00,karime barreras anti inundación evitan que el agua ingrese a las viviendas enviamos a toda la república informes cidimexicogmailcom,0,0,0,0,inundación,-0.7940347492694855
antinundacion,CIDIMEXICO,2022-09-05 01:50:40+00:00,raulvhdez nayibbukele teledostcs elsalvadorcom presidenciasv elnoticiero noticierohechos noticieroslv proteger el patrimonio de las personas es nuestra misión barreras anti inundación evitan que el agua ingrese a la vivienda info cidimexicogmailcom,0,0,0,0,inundación,0.1208670139312744
antinundacion,CIDIMEXICO,2022-09-05 01:47:17+00:00,pulidosaira evite daños y pérdidas por inundaciones con barreras anti inundación enviamos a toda la república inf cidimexicogmailcom,0,0,0,0,inundación,0.3251637443900108
antinundacion,CIDIMEXICO,2022-09-05 01:42:55+00:00,jorgealdanab fabricamos barreras anti inundación evitan que ingrese el agua a las viviendas y que las personas pierdan su patrimonio cada temporada de lluvias estamos a sus órdenes en el cidimexicogmailcom proteger el patrimonio de las personas es nuestra misión,0,0,0,0,inundación,0.8977443799376488
antinundacion,CIDIMEXICO,2022-09-05 01:34:36+00:00,nicoletoulet evite daños y pérdidas por inundaciones con barreras anti inundación enviamos a toda la república info cidimexicogmailcom,0,0,0,0,inundación,-0.0321549847722053
antinundacion,CIDIMEXICO,2022-09-05 01:29:10+00:00,nohemilemus,0,0,0,0,no se relaciona,-1.2248041927814484
antinundacion,CIDIMEXICO,2022-09-05 01:27:41+00:00,nohemilemus barreras anti inundación es la solución enviamos a toda la república informes celwhatsapp cidimexicogmailcom proteger su patrimonio es nuestra misión,0,0,0,0,inundación,0.4571337327361107
TraficoenMty,Tʀᴀ́ғɪᴄᴏ ᴇɴ Mᴏɴᴛᴇʀʀᴇʏ,2022-09-03 21:22:47+00:00,fuerte lluvia con viento en zona lázaro cárdenas extreme precaución lluviamty,14,2,0,0,lluvia,-0.9396663308143616
RvTallerbeto,URV ÁNGELES ROJOS N.L.,2022-09-07 17:25:22+00:00,,17,5,5,2,no se relaciona,0.0
RvTallerbeto,URV ÁNGELES ROJOS N.L.,2022-09-07 14:18:53+00:00,buenos días aquí apoyando a una ciudadana con la mejor actitud seguimos al pendiente zona sur mty bendiciones,12,2,0,0,no se relaciona,1.4118713289499285
RvTallerbeto,URV ÁNGELES ROJOS N.L.,2022-09-06 01:31:36+00:00,alarma de lluvia p m alarma de lluvia p m parece que ay bien lo bueno,8,3,0,0,lluvia,0.3562555536627769
RvTallerbeto,URV ÁNGELES ROJOS N.L.,2022-09-05 22:43:44+00:00,tiempoampradar el tiempo que quieres tiempoampradar el tiempo que quieres,5,2,0,0,no se relaciona,0.7869671881198883
RvTallerbeto,URV ÁNGELES ROJOS N.L.,2022-09-05 22:43:10+00:00,tiempoampradar el tiempo que quieres tiempoampradar el tiempo que quieres,5,2,0,0,no se relaciona,0.7869671881198883
RvTallerbeto,URV ÁNGELES ROJOS N.L.,2022-09-05 21:10:39+00:00,,8,1,0,0,no se relaciona,0.0
RvTallerbeto,URV ÁNGELES ROJOS N.L.,2022-09-05 20:58:40+00:00,alarma de lluvia p m alarma de lluvia p m ay viene más,2,1,1,0,lluvia,-0.803087443113327
RvTallerbeto,URV ÁNGELES ROJOS N.L.,2022-09-05 18:46:22+00:00,video de urv,18,2,1,0,no se relaciona,0.2723796367645263
RvTallerbeto,URV ÁNGELES ROJOS N.L.,2022-09-05 18:45:08+00:00,video de urv que diverrtidooo,7,1,0,0,no se relaciona,0.0387968719005584
RvTallerbeto,URV ÁNGELES ROJOS N.L.,2022-09-05 17:22:36+00:00,hermoso amanecer en apodaca,11,0,1,0,no se relaciona,1.622627024538815
RvTallerbeto,URV ÁNGELES ROJOS N.L.,2022-09-05 14:27:31+00:00,a recargar pilas con un humilde desayuno,21,2,2,0,no se relaciona,-0.9746551513671876
RvTallerbeto,URV ÁNGELES ROJOS N.L.,2022-09-05 13:51:24+00:00,el nivel subió como metros en la presa de la boca,361,47,8,2,no se relaciona,-1.223404590971768
RvTallerbeto,URV ÁNGELES ROJOS N.L.,2022-09-05 13:49:18+00:00,video de urv así está la presa,18,2,0,0,no se relaciona,0.5803102627396584
RvTallerbeto,URV ÁNGELES ROJOS N.L.,2022-09-05 13:46:32+00:00,,1,0,0,0,no se relaciona,0.0
RvTallerbeto,URV ÁNGELES ROJOS N.L.,2022-09-05 12:21:13+00:00,buenos días que tengan un lindo inicio de semana bendiciones,41,0,1,0,no se relaciona,1.131889883428812
RvTallerbeto,URV ÁNGELES ROJOS N.L.,2022-09-04 23:19:37+00:00,alarma de lluvia p m alarma de lluvia p m ay viene más lluvia,7,1,0,0,lluvia,-1.0094096846878529
RvTallerbeto,URV ÁNGELES ROJOS N.L.,2022-09-04 22:45:33+00:00,video de urv que rica lluvia en garza sada en satelite,226,26,2,0,lluvia,-0.7483256235718727
RvTallerbeto,URV ÁNGELES ROJOS N.L.,2022-09-04 13:20:54+00:00,y seguimos con la mejor actitud zona sur mty,47,0,0,0,no se relaciona,1.5137615017592907
RvTallerbeto,URV ÁNGELES ROJOS N.L.,2022-09-04 12:20:59+00:00,,9,0,0,0,no se relaciona,0.0
RvTallerbeto,URV ÁNGELES ROJOS N.L.,2022-09-03 22:00:16+00:00,video de urv,358,69,9,3,no se relaciona,0.2723796367645263
RvTallerbeto,URV ÁNGELES ROJOS N.L.,2022-09-03 21:18:13+00:00,foto de urv desde el obispado,33,8,0,0,no se relaciona,0.2475997135043144
RvTallerbeto,URV ÁNGELES ROJOS N.L.,2022-09-03 21:15:46+00:00,alarma de lluvia p m alarma de lluvia p m querían lluvia pura bendicion,7,2,0,0,lluvia,-1.2660050243139267
RvTallerbeto,URV ÁNGELES ROJOS N.L.,2022-09-03 21:13:29+00:00,,121,14,4,0,no se relaciona,0.0
RvTallerbeto,URV ÁNGELES ROJOS N.L.,2022-09-03 13:27:50+00:00,buenos días,19,2,1,0,no se relaciona,0.8308103233575821
RvTallerbeto,URV ÁNGELES ROJOS N.L.,2022-09-02 15:42:50+00:00,nancycst licangelguerra buenos días y excelente fin de semana,0,0,0,0,no se relaciona,1.5083774086087942
RvTallerbeto,URV ÁNGELES ROJOS N.L.,2022-09-02 15:41:58+00:00,rt licangelguerra tenemos que aprender a cuidar nuestros bosques santiagonl incendioforestal nuevoleon,0,1,0,0,incendio,0.7987391576170921
RvTallerbeto,URV ÁNGELES ROJOS N.L.,2022-09-02 15:36:10+00:00,loquepasaennl vitorrelbomber saz bomberosnl pcnuevoleon arizpemiguelz robertolongoria delosmonterosnl taxistaregio gabitanguma erigarza paolagzzcas llanoely ellyzabethtown mlylyth memeyamelca mayrara gmtzberlanga frensiark abulonel buenos días,1,0,0,0,no se relaciona,-0.8243212848901749
AleGon_27,Alejandro Gonzalez,2022-09-05 18:58:33+00:00,tu patrón viendo cómo les preguntas si suspenderán el jale por las lluvias,4,1,1,0,lluvia,0.7201521396636963
AleGon_27,Alejandro Gonzalez,2022-09-05 17:59:46+00:00,pues en varias corporaciones de santacatarina ya se andan haciendo muy herméticos con la información de los eventos el cambio de color se les pasó pues dejaron de ser transparentes lapatronamx nuevofosfoleon carlossanchezmx comunidadsanta,9,2,1,0,no se relaciona,-0.7680044323205948
AleGon_27,Alejandro Gonzalez,2022-09-05 17:44:42+00:00,rt queondamagazine giveawayalert participa en instagram para que te ganes boletos para beyondwlandmty beyondwonderlandmonterre,0,1,0,0,no se relaciona,-0.5771671310067177
AleGon_27,Alejandro Gonzalez,2022-09-05 13:55:05+00:00,taxistaregio revistacodigo visionmty excelente inicio de semana,0,0,0,0,no se relaciona,1.414521592669189
AleGon_27,Alejandro Gonzalez,2022-09-05 00:44:12+00:00,samuelgarcia nuevoleón,4,1,0,0,no se relaciona,0.2752878367900848
AleGon_27,Alejandro Gonzalez,2022-09-04 21:53:15+00:00,,2,0,0,0,no se relaciona,0.0
AleGon_27,Alejandro Gonzalez,2022-09-03 04:12:23+00:00,rt queondamagazine ultimahora fiscalía detiene a jesús antonio n presunto asesino de jhoanaligues la mujer asesinada en santacatar,0,2,0,0,no se relaciona,-1.383252590894699
AleGon_27,Alejandro Gonzalez,2022-09-02 02:26:20+00:00,rt alegonnoticias ultimahora fiscalía lanza comunicado sobre el caso de la maestra asesinada en santacatarina la agencia estatal de,0,5,0,0,no se relaciona,-1.4906353801488876
NuevoLeonAlerta,NuevoLeónEnAlerta,2022-09-07 14:26:55+00:00,así luce el día de hoy la presa la boca con un de agua carlossanchezmx mexnewz mauromoralesmtz abimaelsalas nelvaldez vecinoescobedo atentosmtysur weraregia irashemitat lapatronamx elvazleta floresbenavid vivianasanchhez walterelizondo skyalertstorm,20,5,2,0,no se relaciona,-1.1164930276572704
NuevoLeonAlerta,NuevoLeónEnAlerta,2022-09-07 11:41:00+00:00,danielcarrillo gobsannicolas,0,0,0,0,no se relaciona,0.0258388668298721
NuevoLeonAlerta,NuevoLeónEnAlerta,2022-09-07 11:40:34+00:00,de qué te sirven las dos administraciones cesargarzav si no arreglas ni un bache y mucho menos las avenidas apodacaoficial staclinea,3,0,2,0,problema vial,-1.1677655130624771
NuevoLeonAlerta,NuevoLeónEnAlerta,2022-09-06 14:22:53+00:00,el pronóstico que se espera para el día de hoy y los próximos días carlossanchezmx vecinoregi vecinoescobedo atentosmtysur weraregia irashemitat lapatronamx elvazleta floresbenavid vivianasanchhez walterelizondo elrorschach yadithvaldez,4,0,0,0,no se relaciona,0.7657888382673264
NuevoLeonAlerta,NuevoLeónEnAlerta,2022-09-06 12:56:50+00:00,así luce el día de hoy la presa la boca con un de agua carlossanchezmx vecinoregi mauromoralesmtz abimaelsalas nelvaldez vecinoescobedo atentosmtysur weraregia irashemitat lapatronamx elvazleta floresbenavid vivianasanchhez walterelizondo elrorschach,158,23,9,5,no se relaciona,-0.9923325404524804
NuevoLeonAlerta,NuevoLeónEnAlerta,2022-09-06 00:04:16+00:00,se forma un socavón en av sierra de lampazos y eloy cavazos en la col sierra morena en municipiodegpe carlossanchezmx vecinoregi mauromoralesmtz vecinoescobedo weraregia irashemitat lapatronamx elvazleta floresbenavid vivianasanchhez walterelizondo elrorschach,17,4,0,0,no se relaciona,-0.9991477131843568
NuevoLeonAlerta,NuevoLeónEnAlerta,2022-09-05 18:14:28+00:00,solicitamos de su colaboración para localización de vanessa jaquelline almaraz ulloa carlossanchezmx mauromoralesmtz abimaelsalas nelvaldez atentosmtysur weraregia irashemitat lapatronamx elvazleta floresbenavid vivianasanchhez walterelizondo elrorschach,8,6,0,0,no se relaciona,-0.8398917242884636
NuevoLeonAlerta,NuevoLeónEnAlerta,2022-09-05 04:28:57+00:00,uanl suspende clases presenciales en todos los niveles en el turno matutino carlossanchezmx vecinoregi mauromoralesmtz abimaelsalas atentosmtysur weraregia irashemitat lapatronamx elvazleta floresbenavid walterelizondo elrorschach vivianasanchhez,22,7,0,0,no se relaciona,-1.5067387968301773
NuevoLeonAlerta,NuevoLeónEnAlerta,2022-09-05 04:08:05+00:00,así el arroyo del topo chico en gobsannicolas en estos momentos carlossanchezmx vecinoregi mauromoralesmtz abimaelsalas nelvaldez atentosmtysur weraregia irashemitat lapatronamx elvazleta floresbenavid walterelizondo elrorschach vivianasanchhez,50,25,6,3,no se relaciona,-0.8949030637741089
NuevoLeonAlerta,NuevoLeónEnAlerta,2022-09-05 03:49:56+00:00,así el nivel d agua en la av aztlán a la altura de la estación del metro talleres carlossanchezmx vecinoregi mauromoralesmtz abimaelsalas nelvaldez atentosmtysur weraregia irashemitat lapatronamx elvazleta floresbenavid walterelizondo elrorschach vivianasanchhez,180,67,8,2,no se relaciona,-1.0195502750575542
NuevoLeonAlerta,NuevoLeónEnAlerta,2022-09-05 03:42:24+00:00,informa el gobernador samuel garcía que se suspenden las clases en el turno matutino en los niveles de educación básica en nuevo león carlossanchezmx vecinoregi mauromoralesmtz abimaelsalas nelvaldez atentosmtysur irashemitat elvazleta floresbenavid walterelizondo,56,13,1,1,no se relaciona,-1.31984131783247
NuevoLeonAlerta,NuevoLeónEnAlerta,2022-09-05 03:30:26+00:00,avenidas cerradas en municipiodegpe debido a las fuertes lluvias y encharcamientos carlossanchezmx vecinoregi mauromoralesmtz abimaelsalas nelvaldez atentosmtysur weraregia irashemitat lapatronamx elvazleta floresbenavid walterelizondo elrorschach,72,25,0,1,inundación,-1.4296824932098389
NuevoLeonAlerta,NuevoLeónEnAlerta,2022-09-03 12:52:27+00:00,entre mtygob y gobsannicolas no hay a quien irle en el tema de la mala sincronía con los semáforos ineptos movilidadsn sspcmonterrey,4,1,1,0,no se relaciona,-1.0166882649064064
NuevoLeonAlerta,NuevoLeónEnAlerta,2022-09-03 12:41:33+00:00,solicitamos de su colaboración para localización de abril araceli treviño tello carlossanchezmx vecinoregi mauromoralesmtz abimaelsalas nelvaldez vecinoescobedo weraregia irashemitat lapatronamx elvazleta floresbenavid vivianasanchhez walterelizondo elrorschach,24,58,0,0,no se relaciona,-0.9666155502200128
NuevoLeonAlerta,NuevoLeónEnAlerta,2022-09-03 12:39:29+00:00,las consecuencias de las grandes obras de municipiodegpe y juarez cristinadiazs heribertotc,6,7,0,0,no se relaciona,1.0118892043828964
NuevoLeonAlerta,NuevoLeónEnAlerta,2022-09-02 11:08:27+00:00,semáforos sin funcionar en pino suárez en su cruce con reforma y madero en mtygob cicmty tuiteroregio regiomtynl escuadronvial moncontrerasm sspcmonterrey dazfer mtyfollow,4,2,1,0,no se relaciona,-1.644011595286429
